Height,Weight
177.87,89.85
168.01,91.68
186.07,93.25
175.77,84.03
182.11,89.53
171.98,76.62
178.86,91.48
186.76,91.77
192.59,104.52
181.28,97.2
173.09,87.16
170.48,82.02
177.93,84.63
166.16,77.99
181.85,92.18
182.09,92.33
166.15,73.01
177.2,84.87
188.54,99.66
167.28,79.27
185.22,95.14
178.73,93.7
168.33,81.02
167.87,75.53
155.74,67.98
187.9,97.16
182.79,96.93
188.3,92.7
181.87,94.36
175.59,93.82
167.05,73.07
182.59,90.85
169.49,76.11
170.9,83.51
182.41,93.33
164.55,78.88
177.99,80.11
160.62,72.2
173.32,78.59
175.21,88.51
182.04,96.66
175.92,83.76
180.12,93.16
168.37,86.76
180.44,94.01
168.22,76.77
169.13,79.4
164.78,74.43
174.18,90.49
175.1,80.83
183.52,87.76
183.18,95.67
173.67,83.75
178.44,94.38
184.29,97.65
179.34,89.75
177.61,89.36
177.02,86.25
171.56,77.06
168.77,74.07
168.03,76.32
182.38,86.34
194.19,96.95
161.62,71.98
175.98,80.65
185.05,95.48
170.35,79.42
175.62,84.76
171.15,74.48
175.23,84.38
181.49,88.97
170.62,79.09
170.36,80.25
188.34,102.03
175.05,96.68
177.73,88.56
164.44,77.74
161.36,69.91
168.5,81.54
175.25,90.62
165.08,69.7
177.07,83.97
166.06,77.63
165.66,73.35
168.76,84.37
184.28,101.94
161.58,70.5
173.66,84.16
175.16,86.8
175.11,77.98
165.69,80.25
181.92,88.19
184.08,103.76
176.7,79.58
173.74,92.02
172.48,80.12
182.51,96.65
176.56,80.38
176.91,96.12
180.06,88.8
174.98,87.04
175.08,75.94
185.62,95.35
178.26,96.92
172.2,77.67
177.61,96.04
172.45,85.56
170.92,84.82
174.07,87.33
173.4,87.75
168.84,80.88
181.78,80.7
176.69,76.51
172.86,82.65
177.74,89.77
169.73,85.84
183.99,95.57
175.71,89.18
176.1,82.61
177.66,78.43
178.33,88.09
189.5,103.28
170,74.49
178.68,86.55
165.71,75.96
168.83,84.23
177.04,82.2
183.43,96.22
177.14,82.17
183.25,87.03
184.8,93.76
184.89,89.96
168.96,75.04
171.31,79.1
189.4,106.51
178.11,84.71
179.03,89.15
186.37,101.77
172.24,77.32
168.59,76.19
171.75,86.52
158.9,59.99
175.35,86.28
172.09,78.31
,80.57
183.76,96.67
195.6,114.04
171.44,85.71
170.37,82.66
182.42,98.61
172.43,78.74
165.65,75.34
176.24,95.47
178.33,90.1
167.45,72.25
168.13,79.84
168.51,75.16
177.18,82.17
174.63,83.09
170.23,74.79
174.6,83.19
170.09,75.49
162.39,72.09
177.96,89.44
184.24,93.24
181.44,90.46
168.29,81.31
173.03,82.92
176.36,90.87
172.54,79.08
183.39,98.91
181.54,92.01
187.41,101.89
178.82,79.68
183.94,98.76
175.86,80.89
176.88,93.12
166.47,71.99
176.48,93.81
172.42,92.29
172.54,83.22
171.46,75.47
179.61,82.57
175.05,77.41
181.36,91.87
170.24,85.17
166.24,71.26
179.01,87.45
173.31,82.38
180.78,94.9
163.65,76.56
166.98,78.87
173.21,75.53
178.52,83.37
186.35,101.93
187.19,99.07
182.52,96.95
187.57,94.51
189.44,96.71
177.93,88.44
181.93,87.71
175.07,84.59
170.58,79.93
179.09,97.19
170.44,69.5
172.88,76.44
176.67,79.31
170.96,78.52
176.97,85.97
171.13,84.91
171.71,81.22
173.96,82.33
175.03,87.28
181.39,89.13
177.91,81.84
182.15,95.97
165.14,73.54
175.66,87.62
169.11,83.8
164.06,74.23
172.42,84.6
177.43,91.57
169.99,82.92
175.22,83.12
175.63,91.74
168.43,76.37
179.16,96.36
179.27,89.89
162.38,69.97
179.21,83.63
184.64,101.97
184,91.11
160.48,65.67
170.06,78.44
199.7,111.46
174.13,88.13
165.29,67.74
182.99,93.88
172.63,86.35
181.23,94.3
178.95,91.15
187.16,100.11
161.97,72.25
169.55,82.52
178.7,84.31
182.73,90.12
183.92,95.42
172.18,81.68
179.27,87.32
181.51,91.58
172.48,80.45
190.48,102.97
172.38,91.83
171.34,76
186.05,98.62
163.07,79.32
185.53,96.32
174.6,90.65
179.06,92.49
175.66,70.45
178.48,87.4
177.32,90.57
180.79,93.27
166.26,78.84
170.26,85.35
178.32,90.58
175.57,87.26
163.19,69.45
180.66,89.03
161.59,76.63
176.36,97.34
175.13,80.3
176.2,82.6
175.04,80.39
173.31,80.1
186.34,91.73
177.85,91.27
188.74,95.38
183.39,99.02
175.28,84.31
182.8,94.28
176.32,88.59
159.92,70.05
160.46,63.46
172.07,89.78
185.51,96.03
168.61,83.12
169.68,82.91
167.58,80.44
171.57,72.37
162.75,71.12
175.21,74.72
172.71,80.57
194.87,107.11
180.26,89.46
178.57,88.99
177.47,90.88
187.31,97.6
182.96,94.66
167.93,84.75
169.61,81.02
181.48,95.35
169.26,70.65
,92.36
186.98,94.2
174.99,91.57
184.81,96.05
188.46,102.21
184.14,79.46
177.17,83.53
158,64.52
169.83,77.9
168.73,87.07
178.84,81
177.58,85.44
179.8,93.71
178.27,91.34
181.12,91.85
164.73,72.68
159.39,67.18
171.75,79.58
185.25,101.74
174.44,82.64
165.64,72.05
162.13,67.55
183.15,92.55
178.45,97.02
178.96,86.56
185.67,96.81
175.85,87.58
177.57,90.26
180.39,92.47
180.16,93.3
178.62,83.38
176.52,92.24
175.46,92.64
190.6,101.74
177.7,85.63
183.99,94.18
182.1,93.87
184.55,87.06
180.8,92.83
175.17,87.48
171.05,89.6
182.35,90.67
175.38,85.03
168.47,75.58
176.95,82.73
166.98,72.56
162.44,70.76
166.73,70.89
175.4,77.92
168.72,75.93
176.08,94.79
172.71,83.97
175.04,78.44
182.01,91.87
164.51,77.06
181.24,92.25
171.59,79.68
165.98,73.79
167.83,80.89
162.43,67.73
175.85,78.85
187.67,95.08
178.43,86.58
162.86,66.86
170.24,87.03
176.97,88.2
176.01,90.24
171.95,81.32
164.13,76.67
162.5,64.57
180.92,96.5
181.96,89.09
170.26,77.9
159.11,63.52
179.44,91.29
169.9,78.96
193.65,104.01
182.44,96.56
175.43,88.37
181.11,101.77
181.84,95.28
173.06,86.9
177.4,79.02
195.75,112.99
170.9,82.68
169.66,73.29
168.02,77.47
173.19,77.8
182.49,87.27
171.77,80.85
174.39,85.54
166.64,86.18
194.4,110.34
178.92,97.15
156.25,61.9
176.54,90.14
162.1,70.39
170.67,79.65
175.52,87.29
175.69,84.51
170.57,83.32
172.26,86.06
175.05,83.06
167.94,66.31
171.35,82.99
173.56,92.84
172.03,79.81
182.33,89.14
170.76,82.8
174.76,83.81
176.59,83.51
173.95,80.99
179.23,82.18
176.71,90.64
164.38,75.8
177.36,93.71
179.8,90.24
173.3,86.11
170.26,83.12
169.25,75.05
178.99,84.95
188.7,100.85
175.91,78.6
175.56,85.72
188.93,96.91
176.79,87.87
175.31,79.11
179.59,92.17
188.85,92.72
180.69,90.19
183.19,92.25
161.17,66.88
173.19,82.4
174.92,86.36
174.57,85.43
169.67,78.26
158.32,63.71
185.95,100.6
175.95,78.37
175.07,89.03
168.44,74.15
180.11,91.33
187.05,90.22
185.06,91.17
178.37,89.33
171.81,84.79
165.26,71.23
177.03,82.19
183.61,85.81
185.25,95.28
178.89,89.23
187.64,98.71
167.27,76.96
171.4,83.56
168.68,82.51
175.56,79.18
188.77,104.13
176.55,87.47
179.45,90.67
173.01,77.77
180.04,86.49
181.53,89.55
172.26,83.32
179.23,87.69
175.39,82.29
166.51,74.62
177.18,87.75
169.29,78.16
173.16,88.45
186.28,92.11
156.13,58.39
175.29,80.31
177.48,81.49
183.68,92.53
174.4,80.78
184.87,91.1
174.33,84.16
175.06,88.12
180.19,90.56
186.12,100.44
168.64,85.36
171.18,78.53
187.89,91.27
177.69,86.86
166.18,75.23
175.56,92.35
188.74,96.23
171.28,71.87
177.92,92.89
167.25,71.76
176.65,82.4
164.78,78.39
167.79,76.2
169,72.42
168.51,77.88
181.87,94.81
167.98,73.79
183.08,96.7
171.15,83.79
175.77,79.93
169.55,75.46
186.13,91.36
174.21,86.65
182.32,88.46
181.15,96.15
170.39,76.16
181.42,97.59
167.06,77.37
171.23,88.66
167.21,73.98
186.17,101.55
165.57,74.86
165.99,70.88
183.79,90.71
170.15,79.92
169.23,81.22
175.47,80.23
183.16,93.71
189.97,97.63
182.36,90.41
167.93,78.2
175.36,87.13
164.61,66.84
180.62,83.53
171.02,78.5
175.45,78.64
180.57,82.11
162.39,73.59
177.6,83.36
177.14,93.73
165.42,75.89
181.88,95.4
185.18,96.52
169.39,76.75
176.85,77.74
162.78,74.6
183.99,96.14
180.94,94.57
175.4,79.9
191.91,99.29
169.92,80.55
186.18,88.43
167.29,79.63
174.7,79.19
176.13,84.46
172.63,78.88
175.79,85.45
174.01,90.67
180.47,86
180.46,93.75
176.54,85.58
190.44,112.88
174,83.34
179.39,89.09
171.18,76.44
165.21,80.88
179.87,89.06
179.71,89.04
184.15,90.24
178.87,93.2
191.97,108.56
165.42,77.14
176.2,86.82
172.91,84.97
182.71,97.65
183.19,92.74
187.74,103.08
166.82,82.27
186.38,90.72
187.32,89.63
164.08,78.92
168.42,82.55
167.57,80.59
174.25,81.28
170.53,82.99
174.32,83.59
181.57,104.16
181.73,90.63
174.29,83.07
184.48,92.88
177.15,84.69
169.26,76.22
172.76,81.72
179.33,85.47
,75.88
182.35,87.74
168.69,82.88
173.16,86.29
172.6,82.37
165.95,83.36
177.44,84.56
167.15,77.43
180.08,97.55
181.61,88.67
188.37,101.43
182.84,97.73
167.59,76.41
175.27,89.07
173.9,83.31
165.2,74.54
187.15,101.43
176.66,79.96
175.06,82.01
172.03,76.45
170.05,79.31
176.64,85.32
178.94,90.44
166.88,78.57
164.62,74.13
190.69,103.98
171.56,75.45
177.77,93.74
186.52,97.98
178.31,87.33
183.27,82.21
182.42,94.22
173.4,86.4
175.24,85.63
175.09,90.55
177.16,88.69
168.21,75.32
163.83,74.72
180.61,92.53
178.65,84.93
172.83,76.85
170.47,79.73
182.48,94.33
182.23,89.78
171.32,87.36
166.92,73.94
176.21,92.97
169.27,76.12
172.16,78.65
186.35,93.46
175.66,84.1
187.31,90.5
177.04,89.52
167.25,74.51
191.66,93.67
166.83,81.87
178.9,90.3
183.4,88.71
180.43,87.43
184.06,102.35
153.02,69.78
181.57,87.55
174.31,74.11
179.43,85.05
178.08,99.73
170.52,79.45
169.68,79.4
167.78,73.72
166.22,76.83
174.38,88.42
176.62,79.75
187.79,99.13
172.83,84
177.36,90.82
174.17,87.24
175.22,84.52
174.03,84.53
178.08,83.52
167.2,71.13
168.36,74.31
172.01,80.59
174.43,82.63
185.08,97.73
175.26,77.75
188.85,95.42
180.03,84.49
178.28,88.18
176.15,79.09
179.53,88.9
161.97,75.16
180.98,87.92
176.24,88.28
181.52,92.37
182.34,87.34
165.11,69.31
167.58,80.87
173.43,80.77
171.91,81.25
164.09,75.05
182.76,92.99
182,92.33
173.85,77.13
162.19,73.94
172.58,80.26
174.73,80.26
181.85,94.25
176.53,89.56
168.08,68.05
170.79,81.83
182.85,92.36
169.82,80.47
171.64,79.78
175.24,88.16
189.56,102.92
179.86,93.57
179.97,88.56
174.12,89.36
165.2,69.9
177.77,84.3
182.86,93.59
178.81,81.39
173.77,88.17
170.4,80.53
179.95,88.89
172.49,81.33
168.54,78.15
158.69,63.58
170.33,85.15
169.56,75.29
178.27,85.28
175.8,83.05
180.79,92.75
181.95,95.98
180.02,81.36
183.36,97.38
163.57,66.53
171.94,80.81
179.01,89.76
181.72,92.86
178.07,90.47
162.71,73.04
176.44,81.51
174.73,89.41
168.55,75.35
170.81,82.94
182.8,93.81
184.7,94.01
165.57,78.22
181.78,95.78
167.24,73.7
172.57,77.08
184.3,90.18
175.5,82
167.47,71.53
162.07,75.91
170.99,80.36
182.57,89.19
174.51,83.59
172.55,82.87
175.95,79.4
164.77,74.03
170.64,80.66
185.82,104.78
167.02,75.73
160.96,64.37
195.24,109.11
173.41,78.44
166.32,68.17
181.38,94.37
171.9,84.6
174.43,77.31
170.79,79.06
164.63,72.55
172.78,81.7
184.78,92.81
171.55,82.49
182.27,95.93
168.37,82.06
190.97,100.91
161.26,71.09
170.76,74.15
172.2,76.67
168.61,78.37
170.68,88.1
181.56,91.93
173.17,74.89
186.17,102.18
195.84,109.07
159.02,69.28
176.72,92.21
191.58,100.13
160.25,63.74
194.8,105.76
170,76.9
162.86,66.33
176.73,86.81
180.82,83.39
171.5,91.13
185.91,93.78
181.93,81.53
172.13,86.33
183.58,103.09
166.16,72.91
176.64,94.29
174.73,76.05
190.96,99.12
183.66,95.01
176.09,96.29
164.92,67.97
176.5,90.51
169.65,84.79
180.24,82.12
185.4,86.59
182.2,90.1
154.87,68.43
171.51,80.3
173.52,84.65
176.12,87.56
172.53,76.51
176.41,93.24
172.77,78.27
195.2,115.31
179.07,81.71
177.76,80.04
167.37,68.58
176.83,85.99
173.87,75.67
173.33,74.22
179.56,88.1
172.08,77.96
182.89,85.9
184.69,94.1
168.02,83.43
173.68,85.94
181.83,83.67
178.7,83.93
167.36,72.12
158.82,65.66
174.13,85.75
175.76,88.11
162.17,73.34
185.78,93.31
182.69,90.12
176.79,84.2
174.16,82.05
188.06,98.49
171.61,77.69
185.49,102.31
161.94,72.01
182.35,94.12
172.02,91.22
181.68,100.22
169.39,83.69
190.61,100.71
179.81,84.63
171.44,81.98
183.07,88.47
175.53,86.28
175.64,86.34
176.12,81.76
169.87,78.15
180.76,90.28
178.4,89.11
177.41,81.05
164.43,73.32
185.23,92.63
180.81,91.1
160.33,69.83
168.74,78.92
176.8,83.75
178.44,86.48
177.04,82.87
172.37,77.47
171.09,79.19
180.3,82.62
185.09,100.59
158.36,68.37
160.57,64.48
178.24,91.5
175.15,92.73
178.2,85.96
169.35,79
177.66,88.98
162.81,74.61
168.4,72.23
179.22,92.66
186.18,93.49
170.23,71.01
181.41,90.57
175.93,73.61
194.56,108.72
174.53,88.63
155.17,66.8
182.5,91.93
165.74,77.35
170.76,71.72
190.13,104.05
164.77,70.28
172.32,81.49
174.45,85.4
174.88,87.89
177.9,86.51
171.56,89.13
173.81,78.43
171.91,77.84
175.69,87.01
182.4,92.2
187.62,101.36
177.2,84.48
169.19,87.02
168.07,70.12
170.54,82.83
194.27,104.69
176.66,83.69
177.8,90.95
187.57,100.98
175.23,78.52
179.43,90.03
165.47,69.53
165.69,76.54
178.06,84.67
172.2,81.61
174.69,90.54
172.79,76
,84.85
173.48,83.84
170.02,76.86
165.97,75.73
168.18,80.17
175.13,88.92
177.1,85.39
157.55,67.69
170.85,75.78
165.83,73.1
176.34,85.63
167.82,73.57
175.39,89.98
173.04,84.78
184.7,95.42
181.1,86.09
179.79,95.03
177.25,81.71
179.13,87.59
171.8,73.28
175.59,83.53
176.14,81.78
172.97,85.85
187.37,98.42
183.13,94.14
183.86,96.26
176.63,85.97
181.26,85.8
171.26,85.25
161.8,77
182.04,94.5
189.13,98.72
174.01,76.14
173.02,77.88
160.11,59.78
174.59,86.25
182.97,95.22
176.3,81.97
180.21,88.11
180.38,87.49
185.69,93.81
175.75,82.75
177.53,88.94
180.53,89.82
166.54,73.65
170.76,73.35
183.51,98.6
176.38,79.33
188.22,98.51
176.76,82.38
174.35,82.27
187.69,94.36
182.96,90.24
173.95,83.76
169.56,64.26
176,81.45
183.19,90.32
181.15,90.34
170.82,79
166.73,70.08
167.26,75.09
166.61,73.61
174.85,83.32
163.71,66.7
171.15,81.34
181.27,90.66
176.02,92.01
178.32,80.13
169.44,79.37
183.98,95.58
177.64,85.15
174,87.35
161.67,72.4
183.54,98.37
167.4,84.38
188.19,97.97
176.93,82.98
182.53,88.34
175.29,82.87
174.15,79.4
178.39,94.08
167.12,79.79
168.39,79.95
172.21,83.79
173.26,88.93
184.89,95.17
174.55,86.24
170.29,82.88
179.76,89.51
171.51,78.41
185.32,94.12
169.05,77.78
163.57,65.95
177.79,90.18
175.81,89.52
181.49,88.69
182.72,98.68
175.25,87.32
165.19,74.39
177.88,88.91
173.49,82.18
185.71,95.9
179.64,89.52
174.88,86.09
167.48,81.87
181.68,93.69
184.54,101.58
171.52,79.59
178.36,92.53
185.99,98.04
177,91.46
177.15,89.65
176.56,90.24
177.32,89.18
158.84,72.41
181.79,90.97
178.97,90.35
173.19,83.5
178.2,84.03
176.97,92.1
173.7,80.88
157.42,62.44
170.45,84.77
165.36,72.17
174.22,88.99
168.59,75.72
172.99,85.01
170.66,76.52
164.36,83.65
174.58,84.82
173,80.95
192.25,101.42
166.78,77.53
179.64,89.87
171.59,80.85
196.97,109.79
172.76,84.41
179.74,89.25
172.41,69.35
172.9,76.8
173.9,82.61
173.07,84.86
179.91,92.85
185.84,105.58
164.46,80.26
164.54,71.75
176.14,84.22
173.85,83.38
175.98,93.59
183.73,95.69
169.54,70.8
171.51,81.21
175.49,89.24
171.34,87.47
178.75,81.36
178.64,95.07
174.27,91.53
180.36,87.45
180.2,86.52
172.11,81.11
182.38,99.97
185.27,90.31
181.28,93.08
185.05,90.63
167.02,76.05
174.66,84.34
174.41,93.67
171.54,80.31
182.81,96.16
167.31,79.91
169.95,88.63
179.15,80.28
171.16,77.59
179.1,93.32
183.97,94.41
179.18,89.38
178.3,88.31
180.83,93.53
161.49,71.13
172.31,76.87
170.2,76.62
166.36,79.57
166.45,80.57
174.75,84.76
180.06,82.68
168.47,71.04
163.17,77.04
167.59,78.87
167.73,78.08
179.97,100.27
175.2,86.25
175.07,86.67
162.22,73.36
173.93,80.18
183.23,97.31
185.31,97.3
172.44,76.58
172.01,79.67
173.95,92.08
177.52,92.26
171.85,87.14
181.46,82.63
186.13,102.15
152.06,53.43
179.93,97.95
165.1,67.72
175.34,85.39
177.7,90.64
170.6,73.85
184.82,102.85
174.08,84.69
168.08,68.04
175.68,85.8
176.15,83.6
177.31,94.54
171.27,78.07
187.02,96.38
174.06,88.05
169.36,76.77
176.23,90.98
175.42,78.03
180.98,95.02
179.33,98.21
167.34,71.42
168.99,76.32
175.48,88.29
185.01,100.28
175.65,91.62
172.53,78.63
172.47,83.49
163.79,72.88
170.18,83.38
173.96,83.46
170.63,81.39
182.66,82.86
177.35,86.1
177.21,90.57
169.06,69.57
173.69,86.41
182.11,96.39
172.46,84.54
,74.96
172.49,78.88
179.43,81.95
157.06,65.05
174.59,82.53
171.72,81.37
177.62,90.59
171.22,81.12
171.36,82.04
174.83,88.52
173.71,81.98
181.18,95.56
178.39,83.47
170.94,79.53
179.31,89.5
177.4,85.51
165.38,83.4
187.21,105.1
176.04,88.53
172.48,78.96
183.79,96.75
175.08,85.19
180.03,94.91
164.18,73.67
175.42,79.99
171.92,80.99
194.9,109.63
172.42,82.12
160.4,70.22
173.52,79.48
181.68,87.12
174.02,79.58
169.2,75
172.89,84.84
178.53,92.32
172.52,80.3
181.49,90.37
172.95,78.85
175.63,83.68
177.38,89.06
182.31,86.02
172.49,90.48
168.51,75.35
175.78,84.55
172.15,81.55
181.06,95.99
191.34,109.06
173.16,79.32
169.55,79.88
174.09,86.24
169.47,76.97
184.02,96.72
165.71,69.05
170.51,70.54
165.4,69.46
161.93,70.16
166.25,79.34
170.15,72.66
170.97,88.46
165.1,71.47
171.96,83.92
170.86,81.03
173.26,79.33
170.75,80.08
177.88,94.47
173.44,84.16
173.71,82.42
182.7,97.54
175.59,76.12
177.44,91.99
174.1,81.81
174.9,80.12
186.94,104.12
173.56,88.85
173.39,83.04
181.44,89.08
181.05,87.4
170.62,76.29
173.79,80.82
176.45,91.92
176.2,79.8
165.3,74.24
178.61,86.2
178.1,87.34
174.4,82.72
173.82,75.35
180.82,91.98
172.7,81.37
165.97,79.04
175.06,86.15
176.78,84.78
181.99,95.82
168.48,79.69
171.79,89.19
169.9,82.36
171.43,77.84
173.96,78.27
189.68,99.27
163.37,71.57
174.25,87.07
184.15,96.6
184.29,100.86
163.62,71.71
182.09,92
177.01,80.73
173.25,83.47
177.92,81.52
179.46,83.63
170.87,86.32
164.58,69.68
179.12,91.84
175.01,87.02
180.92,82.92
179.55,84.73
172.6,77.66
187.76,95.78
168.11,81.7
165.9,85.92
178.16,79.46
148.35,55.04
184.02,91.59
171.44,74.96
170.18,75.12
172.99,84.78
173.37,81.16
174.26,76.91
183.18,93.21
170.78,79.79
184.64,92.28
160.47,63.11
169.09,86.11
185.17,100.93
189.3,102.3
176.35,76.92
184.87,91.48
178.55,87.08
183.42,85.7
178.78,82.1
181.8,97.66
171.61,76.45
171.48,84.5
185.1,86.34
171.84,74.89
156.89,66.4
175.67,81.56
166.78,68.78
167.27,72.63
177.21,84.52
170.21,75.58
171.88,87.68
190.44,97.29
186.7,85.67
166.81,77.14
170.6,82.86
178.76,87.97
179.83,89.99
180.9,92.7
169.55,74.25
176.17,84.04
160.04,61.52
170.38,82.81
180.77,96.82
169.32,78.02
174,88.47
178.05,82.53
176.78,94.78
179.57,87.1
180.87,92.64
189.61,96.76
183.38,90.49
168.59,79.69
167.2,87.49
171.92,87.16
180.9,95.46
185.68,97.24
173.16,81.22
172.43,82.66
169.64,84.51
167.49,82.13
166.09,75.09
178.55,83.38
169.58,76.24
171.23,83.39
175.32,90.09
169.5,79
165.33,72.79
184.72,102.5
179.16,92.43
173.93,83.18
172.54,81.18
181.72,96.36
177.89,87.9
171.56,84.98
180.16,85.59
184.14,102.23
177.72,92.2
168.73,79.93
178.86,86.33
181.32,90.18
158.57,69.33
183.33,85.56
172.29,78.37
178.91,88.98
173.78,85.33
181.57,95.22
183.27,89.15
175.03,83.94
167.7,75.92
188.49,92.88
164.05,71.47
182.55,99.43
162.45,62.86
166.42,75.49
182.81,93.37
171.11,76.18
168.72,76.84
181.83,87.99
184.81,99.57
174.78,84.78
173.68,81.48
179.01,87.84
177.9,90.28
178.25,89.98
184.99,93.74
168.7,80.59
187.46,99.33
163.26,72.46
169.48,82.64
178.85,87.4
166.11,66.29
173.27,83.07
174.03,76.72
169.34,81.86
187.16,96.86
178.75,87.13
172.34,82.43
179.21,93.44
169.71,84.52
188.51,101.07
171.89,78.84
170.9,78.32
184.44,93.16
166.05,78.45
,92.98
172.93,88.06
168,77.52
172.44,77.53
173.05,88.42
162.03,66.74
170.36,74.75
176.25,88.1
176.73,82.96
184.3,95.65
172.74,77.66
174.13,78.12
171.8,88.37
167.81,75.97
173.7,81.49
176.82,85.67
177.27,87.29
179.71,96.46
179.1,79.33
185.38,101.77
170.22,80.04
178.71,83.18
166.81,82.37
163.92,69.66
162.21,70.34
179.86,92.52
172.23,81.62
171.74,84.18
172.47,78.65
184.6,98.29
165.75,65.92
171.48,80.48
174.59,76.95
178.73,91.88
182.98,90.34
170.17,75.55
181.69,90.71
176.99,85.08
168.12,77.3
169.73,78.75
167.26,76.93
187.98,99.74
168.61,78.35
177.36,88.89
178.17,88.37
182.14,93.28
171.53,76.03
167.66,75.76
171.31,74.97
175.09,82.72
168.99,85.89
180.77,88.6
175.04,82.02
166.16,72.92
178.91,90.81
181.02,85.87
173.63,79.01
186.28,98.46
183.64,96.72
188.07,99.49
173.49,87.86
165.46,77.84
153.96,70.97
175.2,87.15
176.49,85.66
165.1,73.04
178.34,89.58
165.08,63.01
181.98,86.21
184.45,101.99
180.46,86.76
184.72,99.23
175.56,80.13
175.19,82.7
181.69,92.45
165.93,77.91
185.66,87.97
174.9,80.35
175.19,72.25
170.22,90.35
181.76,84.33
178.69,90.22
149.63,46.31
165.68,64.1
160.96,59.44
163.78,58.14
156.95,58.87
167.56,71.12
159.64,52.15
166.76,74.88
157.2,50.66
161.74,47.24
172.98,75.56
156.97,48.19
160.96,58.11
149.6,46.12
148.43,44.54
154.46,57.57
178.13,68.61
158.13,52.52
156.81,48.93
160.17,66.04
158.21,63.29
157.04,55.69
168.52,71.39
165.91,65.79
167.9,67.42
163.9,60.18
143.63,38.5
159.36,62.84
156.43,62.34
157.54,56.52
165.89,63.62
155.46,49.12
170.24,68.14
152.94,53.99
162.41,63.27
160.93,56.98
161.76,60
153.13,59.17
161.05,58.44
154,49.77
171.13,66.23
169.86,72.06
152.52,51.98
162.95,60.39
161.19,58.49
170.8,69.88
168.18,63.05
164.32,62.9
168.15,81.96
167.27,67.64
165.23,65.8
163.77,65.61
158.85,63.27
156.45,58.96
154.81,53.26
161.43,62.37
158.11,62.77
168.12,64.08
158.87,56.12
169.24,66.04
151.41,49.81
163.81,72.33
164.94,69.14
155.9,64.15
167.82,67.02
162.34,59.65
176.83,71.22
170.64,71.19
161.03,65.24
155.48,44.77
151.56,57.31
162.79,60.88
153.87,53.63
157.77,65.92
142.65,41.19
171.32,77.49
165.27,70.83
166.44,63.04
160.4,56.33
149.54,46.69
167.69,64.25
156.27,60.57
161.5,60.41
151.86,53.03
170.56,63.3
158.3,57.67
165.48,61.08
179.4,77.18
171.16,74.79
173.05,80.39
161.26,56.27
155.35,48.64
179.6,73.19
165.63,62.46
155.85,55.98
157.66,64.71
166.13,65.33
157.03,50.8
159.89,56.1
163.48,60.41
162.66,66.79
177.26,75.95
159.57,57.52
182.86,80.45
157.46,60.97
167.14,63.27
152.48,47.4
163.83,66.28
157.61,54.37
164,62.38
153.68,52.79
155.48,58.18
167.08,66.61
154.11,52.53
164.57,56.32
160.01,59.42
162.08,64.6
158.19,60.44
156.75,49
164.65,64.73
166.46,66.29
155.8,57.76
145.04,42.41
143.37,43.84
154.47,59.95
156.12,62.28
157.29,57.35
169.33,69.83
165.31,64.01
161.27,72.83
164.06,63.58
155,60.87
158.11,53.17
165.25,63.95
160.58,64.85
160.6,59.53
160.73,61.16
167.77,63.01
160.12,57.64
159.08,55.21
156.64,50.63
161.15,57.38
157.66,55.32
172.74,73.1
169,74.19
158.88,53.93
165.56,60.56
165.68,55.87
162.45,55.29
162.12,67.75
162.79,59.41
151.5,52.87
163.32,63.55
168.04,65.19
150.09,58.64
162.46,63.85
158.51,54.57
166.27,64.36
165.05,71.59
157.02,55.16
162.12,69.78
163.25,60.84
147.22,50.91
,47.54
158.57,57.95
155.49,54.1
156.73,50.31
171.22,72.45
160.13,55.38
162.35,61.55
168.3,62.98
154.86,51.62
158.45,56.86
167.01,72.71
168.28,68.08
167.52,74.21
157.55,46.84
156.26,57.78
165.46,64.22
165.8,61.92
145.9,47.39
164,58.87
145.58,43.15
157.07,50.08
161.59,55.61
163.79,68.22
167.93,72.1
156.64,51.23
160.81,65.33
154.55,61.67
153.54,53.37
149.51,41.15
169.07,71.14
168.52,71.8
159.25,60.96
160.31,56.62
156.83,50.79
156.54,50.43
156.28,56.65
163.16,59.07
156.87,59.43
164.67,67.58
169.57,68.44
170.66,80.03
159.91,68.3
163.26,55.93
154.38,50.29
154,59.42
149.93,50.73
160.8,60.93
156.51,51.33
155.44,52.57
160.58,63.69
157.43,54.39
144.24,38.1
159.53,52.95
149.23,44.33
155.54,50.58
160.83,54.12
169.95,68.77
173.42,80.32
148.97,45.47
162.72,64.8
163.81,64.29
163.37,61.74
169.01,73.49
159.19,66.91
163.36,61.3
147.48,51.28
149.67,47.78
168.29,67.51
166.79,59.57
155.83,54.66
164.05,66.76
166.28,68.25
160.06,58.6
164.73,63.61
160.48,65.63
157.55,59.58
164.52,63.06
156.1,54.23
165.79,65.88
163.56,60.47
159,54.04
162.18,67.93
165.85,68.15
165.43,67.03
163.81,71.27
158.64,56.44
171.2,69.97
178.8,83.76
156.95,53.6
165.95,67.91
173.16,65.69
163.75,65.16
161.55,59.44
165.25,65.66
155.26,53.25
164.28,59.5
166.8,71.69
166.7,59.03
159.54,58.89
156.85,51.22
161.23,57.68
154.67,58.11
159.85,60.15
165,70.19
174,70.63
173.94,82.06
167.92,79.99
155.2,60.41
158.75,58.32
162.53,66.35
166.38,68.18
156.13,58.4
160.8,58.39
160.05,58.13
169.34,65.93
151.2,52.05
149.83,45.7
162.47,59.24
156.62,47.33
167.32,66.66
